RequirementId;CaseId;DocumentId;PdfViewUrl;PdfOpenLinkSv;PdfOpenLinkEn;ProjectId;KravkallaTyp;Kravkategori;Kravsubkategori;KravtextCitat;TolkadKravtext;Kravniva;RattsligHanvisning;Tidsfrist;Kontrollfrekvens;SanktionEllerKonsekvens;UtlosandeVillkor;Avfallsslag;EWC;MaxMangdTon;MaxLagringstid;KopplingKonstruktion;KopplingLakvatten;KopplingKontrollprogram;KopplingRisk;Mallavsnitt;KommunBlankettFalt;BilagaSomStods;MinimikravJaNej;KommunspecifiktJaNej;StatusIAnmalan;Kommentar;Kodningssakerhet;Verifieringsstatus;VerifieradJaNej;VerifieradAv;VerifieradDatum;Feltyp;ValideringsKommentar
KRAV-AUTO-000021;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1D20000;cmm4yumyr006zcuqwfswammup;http://localhost:8787/api/admin/requirements/documents/cmm4yumyr006zcuqwfswammup/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumyr006zcuqwfswammup/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumyr006zcuqwfswammup/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;DagvattenLakvatten;Uppsamling;M-2021-3120, ska det för samtliga avfallsmassor som tas in på anläggningen finnas dokumentation om massornas ursprung och provtagningsresultat som redovisar föroreningsinnehållet eller en bedömning av eventuellt föroreningsinnehåll i det fall det kan anses vara tillräckligt.;M-2021-3120, ska det för samtliga avfallsmassor som tas in på anläggningen finnas dokumentation om massornas ursprung och provtagningsresultat som redovisar föroreningsinnehållet eller en bedömning av eventuellt föroreningsinnehåll i det fall det kan anses vara tillräckligt.;SKA;;;;;Vid nederbord och avrinning;;88 63 89;;;Nej;Ja;Ja;Nej;6;Lakvattenhantering;Flodesschema dagvatten-lakvatten;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000022;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1D20000;cmm4yumyr006zcuqwfswammup;http://localhost:8787/api/admin/requirements/documents/cmm4yumyr006zcuqwfswammup/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumyr006zcuqwfswammup/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumyr006zcuqwfswammup/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;DagvattenLakvatten;Uppsamling;I din bedömning ska det framgå hur du tagit hänsyn till ursprung på materialet och risk för förorening kopplat till dess ursprung.;I din bedömning ska det framgå hur du tagit hänsyn till ursprung på materialet och risk för förorening kopplat till dess ursprung.;SKA;;;;;Vid nederbord och avrinning;;88 63 89;;;Nej;Ja;Ja;Nej;6;Lakvattenhantering;Flodesschema dagvatten-lakvatten;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000023;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1DD0000;cmm4yumy7006ecuqwnx9sxuen;http://localhost:8787/api/admin/requirements/documents/cmm4yumy7006ecuqwnx9sxuen/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumy7006ecuqwnx9sxuen/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumy7006ecuqwnx9sxuen/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;DagvattenLakvatten;Uppsamling;Salem Deponi 1:301 Yoldia Consulting AB Roger Huononen Tallhedsvägen 6 141 42 HUDDINGE Kundnummer: SL8893174 Provbeskrivning: 177-2024-06150267 Provnummer: Kemisk analys påbörjad Ankomsttemp °C Kem Provtagningsdatum** Provtagare** 2024-06-15 05:39 6 2024-06-14 11:00 Roger Huononen Provet ankom: Lakvatten Matris: 2024-06-15 Utskriftsdatum: 2024-07-02 Provmärkning: Deponi 1:301 Analys Resultat Enhet Metod/ref Mäto.;Salem Deponi 1:301 Yoldia Consulting AB Roger Huononen Tallhedsvägen 6 141 42 HUDDINGE Kundnummer: SL8893174 Provbeskrivning: 177-2024-06150267 Provnummer: Kemisk analys påbörjad Ankomsttemp °C Kem Provtagningsdatum** Provtagare** 2024-06-15 05:39 6 2024-06-14 11:00 Roger Huononen Provet ankom: Lakvatten Matris: 2024-0;BOR;;2024-06-15;;;Vid nederbord och avrinning;;135165;;;Nej;Ja;Ja;Nej;6;Lakvattenhantering;Flodesschema dagvatten-lakvatten;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000024;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1DD0000;cmm4yumy7006ecuqwnx9sxuen;http://localhost:8787/api/admin/requirements/documents/cmm4yumy7006ecuqwnx9sxuen/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumy7006ecuqwnx9sxuen/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumy7006ecuqwnx9sxuen/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;DriftEgenkontroll;Journalforing;"För att se hur, ta del av vår integritetspolicy på https://www.eurofins.se/om-oss/integritetspolicy/ -- 2 of 3 -- AR-24-SL-135165-01 Í%SQbÂ""f$8BÎ EUSELI2-01304133 Utförande laboratorium/underleverantör: a) Eurofins Environment Testing Sweden AB, SWEDEN, ISO/IEC 17025:2017 SWEDAC 1125 b) Eurofins Water Testing Sweden, SWEDEN, ISO/IEC 17025:2017 SWEDAC 10300 c) Uppgift från provtagare Denna rapport är elektroniskt signerad.";"För att se hur, ta del av vår integritetspolicy på https://www.eurofins.se/om-oss/integritetspolicy/ -- 2 of 3 -- AR-24-SL-135165-01 Í%SQbÂ""f$8BÎ EUSELI2-01304133 Utförande laboratorium/underleverantör: a) Eurofins Environment Testing Sweden AB, SWEDEN, ISO/IEC 17025:2017 SWEDAC 1125 b) Eurofins Water Testing Sweden, S";BOR;;;;;Lopande drift;;135165;;;Nej;Nej;Ja;Nej;7;Egenkontrollrutiner;Egenkontrollprogram;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000025;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1D50000;cmm4yumye006kcuqwoqjb4otw;http://localhost:8787/api/admin/requirements/documents/cmm4yumye006kcuqwoqjb4otw/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumye006kcuqwoqjb4otw/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumye006kcuqwoqjb4otw/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;MiljopaverkanForsiktighet;Skyddsatgarder;Avgiften skall täcka den administration som krävs för systemet och som Avfall Sverige (systemägaren) ansvarar för.;Avgiften skall täcka den administration som krävs för systemet och som Avfall Sverige (systemägaren) ansvarar för.;SKA;;;;;Alltid;;;;;Nej;Nej;Nej;Nej;10;Miljopaverkan och forsiktighetsmatt;Miljo-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000026;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1D50000;cmm4yumye006kcuqwoqjb4otw;http://localhost:8787/api/admin/requirements/documents/cmm4yumye006kcuqwoqjb4otw/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumye006kcuqwoqjb4otw/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumye006kcuqwoqjb4otw/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;LagringsvolymTid;Maxmangd;Råd och anvisningar för användning av kompost, skall ange vilken mängd kompost som bör eller i före- kommande fall får spridas vid olika tillämpningar.;Råd och anvisningar för användning av kompost, skall ange vilken mängd kompost som bör eller i före- kommande fall får spridas vid olika tillämpningar.;SKA;;;;;Alltid;;;;;Nej;Nej;Nej;Nej;4;Avfallsmangder och lagringstid;Avfallsforteckning;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000027;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1D50000;cmm4yumye006kcuqwoqjb4otw;http://localhost:8787/api/admin/requirements/documents/cmm4yumye006kcuqwoqjb4otw/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumye006kcuqwoqjb4otw/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumye006kcuqwoqjb4otw/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;DriftEgenkontroll;Journalforing;Lägsta tillåtna provtagnings- och analysfrekvens Egenkontroll (prov/år) Mottagen totalmängd till biologisk behandling (ton/år) Kvalifikationsår Lägsta frekvens vid fortlöpande kontroll Allt utom bakteriologiska prov Bakteriologiska prov Allt utom b akteriologiska prov Bakteriologiska prov 1) upp till 5 000 2 4 1 4 från 5 000 4 4 2 4 från 10 000 8 4 4 4 1) Den bakteriologiska provtagningen vid den fortlöpande kontrollen skall vid två tillfällen bestå av en provtagning där n=5 [3].;Lägsta tillåtna provtagnings- och analysfrekvens Egenkontroll (prov/år) Mottagen totalmängd till biologisk behandling (ton/år) Kvalifikationsår Lägsta frekvens vid fortlöpande kontroll Allt utom bakteriologiska prov Bakteriologiska prov Allt utom b akteriologiska prov Bakteriologiska prov 1) upp till 5 000 2 4 1 4 från;SKA;;;Lopande;;Lopande drift;;;;;Nej;Nej;Ja;Nej;7;Egenkontrollrutiner;Egenkontrollprogram;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000028;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1E10000;cmm4yumx40058cuqwxcca97de;http://localhost:8787/api/admin/requirements/documents/cmm4yumx40058cuqwxcca97de/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumx40058cuqwxcca97de/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumx40058cuqwxcca97de/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;DagvattenLakvatten;Uppsamling;Från dammen rinner en del dagvatten in i skogsområdet och en del pumpar kommunen bort österut till recipient.;Från dammen rinner en del dagvatten in i skogsområdet och en del pumpar kommunen bort österut till recipient.;BOR;;;;;Vid nederbord och avrinning;;;;;Nej;Ja;Ja;Nej;6;Lakvattenhantering;Flodesschema dagvatten-lakvatten;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000029;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1E10000;cmm4yumx40058cuqwxcca97de;http://localhost:8787/api/admin/requirements/documents/cmm4yumx40058cuqwxcca97de/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumx40058cuqwxcca97de/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumx40058cuqwxcca97de/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;Riskhantering;Riskkontroll;För att minska risk för brand och minska konsekvenserna om en brand ändå uppkommer iakttas en rad skyddsåtgärder.;För att minska risk för brand och minska konsekvenserna om en brand ändå uppkommer iakttas en rad skyddsåtgärder.;SKA;;;;;Vid risk for incident;;;;;Nej;Nej;Ja;Ja;8;Riskhantering;Risk-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000030;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1E10000;cmm4yumx40058cuqwxcca97de;http://localhost:8787/api/admin/requirements/documents/cmm4yumx40058cuqwxcca97de/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumx40058cuqwxcca97de/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumx40058cuqwxcca97de/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;Riskhantering;Riskkontroll;Avfallet kommer endast att utgöras av icke farligt avfall och genom att så snart som möjligt och minst varje dag omlasta avfallet till flak så minskar risken för påverkan på dagvattnet.;Avfallet kommer endast att utgöras av icke farligt avfall och genom att så snart som möjligt och minst varje dag omlasta avfallet till flak så minskar risken för påverkan på dagvattnet.;SKA;;;Arlig;;Vid risk for incident;;;;;Nej;Nej;Ja;Ja;8;Riskhantering;Risk-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000031;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1D20000;cmm4yumyo006wcuqw982eyyr8;http://localhost:8787/api/admin/requirements/documents/cmm4yumyo006wcuqw982eyyr8/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumyo006wcuqw982eyyr8/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumyo006wcuqw982eyyr8/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;LagringsvolymTid;Maxmangd;Mängden icke-farligt avfall som yrkesmässigt återvinns genom mekanisk bearbetning i verksamheten och som ska användas för byggnads- och anläggningsändamål får vara högst 20 000 ton per år.;Mängden icke-farligt avfall som yrkesmässigt återvinns genom mekanisk bearbetning i verksamheten och som ska användas för byggnads- och anläggningsändamål får vara högst 20 000 ton per år.;SKA;;;Arlig;;Alltid;;88 63 89;000;;Nej;Nej;Nej;Nej;4;Avfallsmangder och lagringstid;Avfallsforteckning;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000032;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1D20000;cmm4yumyo006wcuqw982eyyr8;http://localhost:8787/api/admin/requirements/documents/cmm4yumyo006wcuqw982eyyr8/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumyo006wcuqw982eyyr8/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumyo006wcuqw982eyyr8/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;LagringsvolymTid;Maxmangd;Mängden icke-farligt avfall som yrkesmässigt återvinns genom mekanisk bearbetning i verksamheten och som inte ska användas för byggnads- och anläggningsändamål får vara högst 10 000 ton per år.;Mängden icke-farligt avfall som yrkesmässigt återvinns genom mekanisk bearbetning i verksamheten och som inte ska användas för byggnads- och anläggningsändamål får vara högst 10 000 ton per år.;SKA;;;Arlig;;Alltid;;88 63 89;000;;Nej;Nej;Nej;Nej;4;Avfallsmangder och lagringstid;Avfallsforteckning;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000033;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1D20000;cmm4yumyo006wcuqw982eyyr8;http://localhost:8787/api/admin/requirements/documents/cmm4yumyo006wcuqw982eyyr8/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumyo006wcuqw982eyyr8/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumyo006wcuqw982eyyr8/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;MiljopaverkanForsiktighet;Skyddsatgarder;Enligt 27a § förordning om miljöfarlig verksamhet och hälsoskydd ska ett föreläggande om försiktighetsmått till en verksamhet som behandlar avfall innehålla uppgifter om bland annat vilka typer, mänger och metoder för behandling av avfallet som får förekomma.;Enligt 27a § förordning om miljöfarlig verksamhet och hälsoskydd ska ett föreläggande om försiktighetsmått till en verksamhet som behandlar avfall innehålla uppgifter om bland annat vilka typer, mänger och metoder för behandling av avfallet som får förekomma.;SKA;FMH;;Arlig;Forelaggande vid brist;Alltid;;88 63 89;;;Nej;Nej;Nej;Nej;10;Miljopaverkan och forsiktighetsmatt;Miljo-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;HIGH;AUTO;Nej;;;;
KRAV-AUTO-000034;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1D20000;cmm4yumyl006tcuqwb0tvwtrm;http://localhost:8787/api/admin/requirements/documents/cmm4yumyl006tcuqwb0tvwtrm/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumyl006tcuqwb0tvwtrm/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumyl006tcuqwb0tvwtrm/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;MiljopaverkanForsiktighet;Skyddsatgarder;Avfallet ska vara borttaget senast fyra månader efter att det här beslutet vunnit laga kraft.;Avfallet ska vara borttaget senast fyra månader efter att det här beslutet vunnit laga kraft.;SKA;;senast fyra manader efter att det har;Manadskontroll;;Alltid;;88 63 89;;;Nej;Nej;Nej;Nej;10;Miljopaverkan och forsiktighetsmatt;Miljo-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000035;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1D20000;cmm4yumyl006tcuqwb0tvwtrm;http://localhost:8787/api/admin/requirements/documents/cmm4yumyl006tcuqwb0tvwtrm/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumyl006tcuqwb0tvwtrm/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumyl006tcuqwb0tvwtrm/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;MiljopaverkanForsiktighet;Skyddsatgarder;Senast tre veckor efter att allt avfall på fastigheten Hanarp 1:4 har tagits bort ska en skriftlig redovisning lämnas in till miljö- och hälsoskyddsförvaltningen.;Senast tre veckor efter att allt avfall på fastigheten Hanarp 1:4 har tagits bort ska en skriftlig redovisning lämnas in till miljö- och hälsoskyddsförvaltningen.;SKA;;senast tre veckor efter att allt avfa;;;Alltid;;88 63 89;;;Nej;Nej;Nej;Nej;10;Miljopaverkan och forsiktighetsmatt;Miljo-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000036;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1D20000;cmm4yumyl006tcuqwb0tvwtrm;http://localhost:8787/api/admin/requirements/documents/cmm4yumyl006tcuqwb0tvwtrm/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumyl006tcuqwb0tvwtrm/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumyl006tcuqwb0tvwtrm/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;MiljopaverkanForsiktighet;Skyddsatgarder;En upplagsplats för avfall som lagras i mer än tre år innan det återvinns eller i mer än ett år innan det bortskaffas är att betrakta som en deponi enligt 15 kap 5 a § i miljöbalken (1998:808).;En upplagsplats för avfall som lagras i mer än tre år innan det återvinns eller i mer än ett år innan det bortskaffas är att betrakta som en deponi enligt 15 kap 5 a § i miljöbalken (1998:808).;SKA;Miljobalken;;;;Alltid;;88 63 89;;;Nej;Nej;Nej;Nej;10;Miljopaverkan och forsiktighetsmatt;Miljo-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;HIGH;AUTO;Nej;;;;
KRAV-AUTO-000037;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1E10000;cmm4yumx8005bcuqwwdi2vz6z;http://localhost:8787/api/admin/requirements/documents/cmm4yumx8005bcuqwwdi2vz6z/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumx8005bcuqwwdi2vz6z/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumx8005bcuqwwdi2vz6z/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;Ytkonstruktion;Tat yta;Flytande råvaror, kemikalier och farligt avfall ska förvaras under tak inom invallning.;Flytande råvaror, kemikalier och farligt avfall ska förvaras under tak inom invallning.;SKA;;;Arlig;;Vid mellanlagring av avfall;;05 2024;;;Ja;Nej;Nej;Nej;5;Teknisk beskrivning av platta;Teknisk ritning platta;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000038;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1E10000;cmm4yumx8005bcuqwwdi2vz6z;http://localhost:8787/api/admin/requirements/documents/cmm4yumx8005bcuqwwdi2vz6z/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumx8005bcuqwwdi2vz6z/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yumx8005bcuqwwdi2vz6z/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;MiljopaverkanForsiktighet;Skyddsatgarder;Ordning och struktur skall råda i mellanlagringen av avfallet i den mån det är möjligt och rimligt.;Ordning och struktur skall råda i mellanlagringen av avfallet i den mån det är möjligt och rimligt.;SKA;;;;;Alltid;;05 2024;;;Nej;Nej;Nej;Nej;10;Miljopaverkan och forsiktighetsmatt;Miljo-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
